"_id"	alpha_4	name.ar	numeric	name.bg	name.br	name.ca	name.cs	name.da	name.de	name.el	name.en	name.eo	name.es	name.et	name.fa	name.fi	name.fr	name.gl	name.he	name.hu	name.ia	name.id	name.is	name.it	name.ja	name.ko	name.lt	name.lv	name.ml	name.nb	name.nl	name.nn	name.oc	name.pl	name.pt	name.pt_BR	name.ro	name.ru	name.sk	name.sl	name.sr	name.sr@latin	name.sv	name.th	name.tr	name.uk	name.vi	name.zh_CN	name.zh_HK	name.zh_TW
Mahj	Mahj		314					mahajani	Mahajani		Mahajani	Mahajani					mahâjanî			Mahajani	mahajani	Mahajani	Mahajani	Mahajani				Mahajani			Mahajani			mahajani				Махаянская			махџански	mahdžanski	Mahajani	มหาชนี		магаджані				瑪哈賈尼文
Mand	Mand	المانداينية	140		Mandaeg		Mandejské	mandaisk, mandaeansk	Mandäisch		Mandaic, Mandaean	Mandea	mandeo, mandaico	mandea		mandealainen	mandéen	Mandeo, Mandaico		Mandeus, Mandaean	mandaico	Mandaic, Mandaean	Mandaíska, Mandaean	Mandaico, mandeano	マンダ文字		Mandėjų	Mandaic		mandaisk	Mandaeans	mandaisk		mandejski	mandaico	mandaico	Mandaică, Mandaeană	Мандейская		mandanska pisava	мандски, мандаински	mandski, mandainski	Mandeiska	มันดาอิก, มันเดียน	Mandaean	мандейська	Man-đaíc	阿拉米语	阿拉米语	曼底克文
Mani	Mani	المانداينية	139		Manikeaneg	maniqueu	Manichejské	manichaeansk	Manichäisch		Manichaean	Maniĥea	maniqueo	mandea		manikealainen	manichéen	Maniqueo		Manichaean	manicheo	Manichaean	Manichaískt	Manicheo	マンダ文字		Manichėjų	Maniheistas		mandaisk	Manichaeans	mandaisk		manichejski	mandaico	mandaico	Maniciană	Манихейская		manihejska pisava	манишки	maniški	Manikeism	แมนิคีอัน	Mandaean	маніхейська	Ma-ni-chi-a	摩尼语	阿拉米语	摩尼教文
Marc	Marc		332				Džürčenské	marchen	Marchen		Marchen	Jurchen				Džurtšen	marchen			Jurchen	jurchen	Jurchen	Jurchen	Jurchen				Jurčen			Jurchen			marchen				Марченский			јурченски	jurčenski	Marchen			марчен				女真文
Maya	Maya	المايا الهيروغليفية	090	Майски йероглифи	Hieroglifoù Mayan		Mayské hieroglyfy	mayahieroglyffer	Maya-Hieroglyphen		Mayan hieroglyphs	Majaaj hieroglifoj	jeroglíficos mayas	maaja hieroglüüfkiri	هیروگلیف مایای	maya-hieroglyfit	hiéroglyphes mayas	Xeroglífos Maias		Maja hieroglifák	hieroglyphico mayan	Mayan hieroglyphs	Mayanskt myndletur	Geroglifici maya	マヤ象形文字		Majų hieroglifai	Maiju hieroglifi		maya-hieroglyfer	Mayahiërogliefen	maya-hieroglyfar		hieroglify Majów	hieróglifos maias	hieróglifos maias	Hieroglife maiașe	Майя	mayské hieroglyfické	majevski hieroglifi	мајански хијероглифи	majanski hijeroglifi	Mayahieroglyfer	ไฮโรกลิฟมายา	Maya Hiyeroglifleri	ієрогліфи майя	Ma-ya viết tượng hình	玛雅圣符文	玛雅圣符文	馬雅語象形文字
Mend	Mend		438					mende kikakui	Mende Kikakui		Mende Kikakui						mendé kikakui			Mende Kikakui		Mende Kikakui	Mende Kikakui	Mende kikakui				Mendu Kikakui			Mende Kikakui			mende, ki-ka-ku				Менде Кикакуи			мендски кикакуи	mendski kikakui	Mende	เมนดี		кікакуї (менде)				
Merc	Merc	الميرويتيك	101		Meroiteg		Meroitické psací	kursiv meroitisk	Meroitisch kursiv		Meroitic Cursive	Meroa kursiva	meroítico	meroe		meroiittinen kursiivi	cursif méroïtique	Meroítico cursivo		Meroita dőlt	cursiva meroitic	Kursif Meroitic	Meríótískt skriftletur	Meroitico corsivo	メロエ文字		Meroitų	Meroitikas kursīva		meroitisk	Meroïtisch cursief	meroitisk		kursywa meroicka	meroítico	meroítico	Meroitică cursivă	Мероитская курсивная		meroitska pisava	мероитски курзив	meroitski kurziv	Meroitisk kursiv	เมโรอิติกแบบตัวเขียนต่อเชื่อม	Meroitik	мероїчна (курсивна)	Me-rô-i-tíc	麦若提克文	麦若提克文	麥羅埃語草寫
Mero	Mero	الهيروغليفية	100	Египетски йероглифи	Hieroglifoù Ejipt		Meroitické hieroglyfy	meroitiske hieroglyffer	Meroitische Hieroglyphen	Αιγυπτιακά Ιερογλυφικά	Meroitic Hieroglyphs	Merotaj hieroglifoj	jeroglíficos egipcios	egiptuse hieroglüüfkiri	هیروگلیف مصری	meroiittiset hieroglyfit	hiéroglyphes méroïtiques	Xerogrlífos meroíticos	כתב חרטומים	Meroita hieroglifák	hieroglyphico meroitic	Hieroglif Meroitik	Meríótískt myndletur	Geroglifici meroitici	エジプト聖刻文字		Egipto hieroglifai	Meroitikas hieroglifu		egyptiske hieroglyfer	Meroïtische hiërogliefen	egyptiske hieroglyfar		hieroglify meroickie	hieróglifos egípcios	hieróglifos egípcios	Meroitică hieroglifică	Мероитская иероглифическая	Egyptské hieroglyfické	egipčanska hieroglifna pisava	мероитски хијероглифи	meroitski hijeroglifi	Meroitiska hieroglyfer	เมโรอิติกแบบไฮโรกลิฟ	Mısır Yazısı - Hiyeroglif	мероїтська (ієрогліфічна)	Ai Cập viết tượng hình	麦罗埃文	古埃及象形文	麥羅埃語象形文字
Mlym	Mlym	الماليالام	347		Malayalameg		Malajálamské	malayalam	Malaysisch	Μαλαϊκό	Malayalam	Malajala	malayálam	malajalami	مالایالامی	malajalamilainen	malayâlam	Malaiala		Malajálam	malayalam	Malayalam	Malayanskt	Malayalam	マラヤーラム文字	말라얄람어	Malajų	Malajalu	മലയാളം	malayalam	Malayalam	malayalam	Malayalam	malajalam	malaiala	malaiala	Malaialamă	Малаяльская		malajalska pisava	малајалски	malajalski	Malayalam	มลยาฬัม	Malayalam	малаялам	Mã Lai	马拉亚拉姆语	馬來亞拉姆文	馬來亞拉姆文
Modi	Modi		324					modi, modī	Modi, Moḍī		Modi, Moḍī						modî			Modi, Moḍī		Modi, Moḍī	Modi, Moḍī	Modi, Moḍī				Modi			Modi, Moḍī			modi				Моди			модски	modski	Modi	โมฑี		моді				
Mong	Mong	المغولية	145	Монголска	Mongoleg	mongol	Mongolské	mongolsk	Mongolisch	Μογγολικό	Mongolian	Mongola	mongol	mongoli	مغولی	mongolilainen	mongol	Mongol	מונגולית	Mongol	mongolico	Mongolia	Mongólskt	Mongolo	モンゴル文字	몽골어	Mongolų	Mongoļu	മംഗോളിയന്‍	mongolsk	Mongools	mongolsk	Mongolian	mongolski	mongol	mongol	Mongolă	Монгольская		mongolska pisava	монголски	mongolski	Mongoliska	มองโกเลีย	Moğolca	монгольська	Mông Cổ	蒙古语	蒙古文	蒙古文
Moon	Moon		218		Skritur Moon		Moonovo	moon (moonkode, moonskript, moontype)	Moon (Moon-Code, Moon-Alphabet)		Moon (Moon code, Moon script, Moon type)	Kodo de Moon	Moon (código Moon, alfabeto Moon, tipo de letra Moon)			Moon-kohokirjoitus	écriture Moon	Moon (código moon, alfabeto moon, tipo de letra moon)		Moon (Moon kód, Moon szkript, Moon típus)	typo de litteras Moon	Moon (Moon code, Moon script, Moon type)	Moon (Moon kóði, Moon skrift, Moon letur)	Moon (codice moon, scrittura moon, tipo moon)			Moon (Moon kodas, Moon raštas, Moon tipografija)	Mūna raksts			Moon (Moon code, Moon script, Moon type)			Moona			Moon (cod Moon, scriere Moon, caractere Moon)	Азбука Муна		Moonova pisava	мунски (мун код, мун спис, мун врста)	munski (mun kod, mun spis, mun vrsta)	Moon (Moon-kod, Moon-skript, Moon-typ)			місячна (місячний код, місячна писемність, місячні знаки)	Moon (mã Moon, chữ viết Moon, chữ in Moon)	月亮		蒙氏點字
Mroo	Mroo		199				Mro, Mru	mro, mru	Mro, Mru		Mro, Mru	Mro, Mru				Mro, Mru	mru			Mro, Mru	mro	Mro, Mru	Mro, Mru	Mro, mru				Mro, Mru			Mro, Mru			mru				Мро			мрошки	mroški	Mro, mru	มรู		мро, мру				姆盧文
Mtei	Mtei		337		Meitei Mayek (Meithei, Meetei)		Manipurské (Meitei Mayek)	meitei mayek (meithei, meetei)	Meitei Mayek (Meithei, Meetei)		Meitei Mayek (Meithei, Meetei)	Manipura	Meitei Mayek (Meithei, Meetei)			meitei (meitei mayek)	meitei mayek	Meitei Mayek (Meithei, Meetei)		Meitei Mayek (Meithei, Meetei)	meitei mayek	Meitei Mayek (Meithei, Meetei)	Meitei Mayek (Meithei, Meetei)	Meitei mayek (meithei, meetei)			Meitei Mayek (Meithei, Meetei)	Meitei Majek (Meithe, Mētei)			Meitei Mayek (Meithei, Meetei)			manipuri (Meetei Mayek)			Meitei Mayek (Meithei, Meetei)	Манипури		manipurska pisava	мтејшки	mtejški	Meitei mayek (meithei, meetei)	มณีปุรี (ไมไต มาเยก)		мейтей маєк	Mei-tei May-ek (Meithei, Meetei)	曼尼普尔字母		曼尼普爾文
Mult	Mult		323					multani	Multani		Multani						multanî			Multani		Multani	Multani	Multani				Multani			Multani			multani				Мултани			мултски	multski	Multani	มุลตานี		мултані				
Mymr	Mymr		350		Burmeg		Myanmarské (barmské)	myanmarsk (burmesisk)	Myanmar (Burmesisch)		Myanmar (Burmese)	Birma	Myanmar (birmano)			myanmarilainen (burmalainen)	birman	Myanmar (birmano)		Mianmar (Burmai)	myanmar (birmano)	Myanmar (Burma)	Mjanmar (búrmíska)	Myanmar (birmano)			Mianmaro (Birmos)	Birmiešu			Birmees			birmański			Birmaneză	Майанмарская		burmanska pisava	бурмански	burmanski	Myanmar (burmesiska)	พม่า		м’янманська	Miến Điện	缅文		緬文
Narb	Narb		106				Starověké severoarabské	gammelt nordarabisk (historisk nordarabisk)	Alt-Nordarabisch (Antikes Nordarabisch)		Old North Arabian (Ancient North Arabian)	Malnova nord-araba				vanha pohjoisarabia (muinainen pohjoisarabia)	nor-arabien	Árabe antigo do norte		Régi északi arab (Ősi északi arab)	ancian arabe del nord	Arab Selatan Lama (Arab Selatan Kuno)	Gömul norður-arabíska (Forn norður-arabíska)	Antico arabo del Nord				Vecā Ziemeļarābijas (Senais Ziemeļarābijas)			Oud-Noord-Arabisch			dawny północnoarabski			Nord-arabă veche (Nord-arabă antică)	Северноаравийская			стари северноарапски	stari severnoarapski	Äldre nordarabiska (uråldrig nordarabiska)	อาระเบียเหนือโบราณ		давня північноарабська				舊北方阿拉伯文 (古代北阿拉伯文)
Nbat	Nbat		159				Nabataeanské	nabateisk	Nabatäisch		Nabataean	Nabatea				nabatea	nabatéen	Nabateo		Nabateus	nabatean	Nabataean	Nabatískt	Nabataean				Nabateja			Nabatees			nabatejski			Nabateană	Набатейская			набатаински	nabatainski	Nabatéiska	นาบาเทีย		набатейська				納巴泰文
Newa	Newa		333					newa, newar, newari, nepāla lipi	Newari		Newa, Newar, Newari, Nepāla lipi						newa, newar, newari, lipi du Népal																	newarski, newari, newa				Неварский					Newa, Newar, Newari, Nepāla lipi			неварська				
Nkgb	Nkgb		420				Nakhi Geba ('Na-'Khi Ggŏ-baw, Naxi Geba)	nakhi geba ('na-'khi ²ggŏ-¹baw, naxi geba)	Nakhi Geba ('Na-'Khi ²Ggŏ-¹baw, Naxi Geba)		Nakhi Geba ('Na-'Khi ²Ggŏ-¹baw, Naxi Geba)	Naka Geba				nakhi geba	nakhi gueba	Nakhi Geba ('Na-'Khi ²Ggŏ-¹baw, Naxi Geba)		Nakhi Geba ('Na-'Khi ²Ggŏ-¹baw, Naxi Geba)	nakhi geba	Nakhi Geba ('Na-'Khi ²Ggŏ-¹baw, Naxi Geba)	Nakhi Geba ('Na-'Khi ²Ggŏ-¹baw, Naxi Geba)	Nakhi geba ('Na-'Khi ²Ggŏ-¹baw, Naxi Geba)				Nakī Gebas			Nakhi Geba ('Na-'Khi ²Ggŏ-¹baw, Naxi Geba)			geba ('Na-'Khi ²Ggŏ-¹baw, naxi geba)			Nakhi Geba ('Na-'Khi ²Ggŏ-¹baw, Naxi Geba)	Наси (геба)			наки гебски	naki gebski	Nakhi Geba ('na-'khi ²ggŏ-¹baw, naxi geba)			нахі геба	Nakhi Geba ('Na-'Khi ²Ggŏ-¹baw, Naxi Geba)	纳西哥巴文		納西格巴文
Nkoo	Nkoo	انكو	165		Skritur nkoek		N’Ko	n'ko	N’Ko		N’Ko	Skribo N'Ko	N'Ko	nkoo		n'ko	n’ko	N'Ko		N’Ko	n’ko	N’Ko	N’Ko	N'ko			N’Ko	N-ko		n'ko	N’Ko	n'ko		n’ko	n'ko	n'ko	N’Ko	Нко			нкоски	nkoski	N’Ko	เอ็นโก	N’Ko	н’ко	N’Ko	N’Ko（西非书面语言）		西非書面文
Nshu	Nshu		499				Nüshu	nüshu	Nüshu		Nüshu	Nüshu				Nüshu	nüshu			Nüshu	nüshu	Nüshu	Nüshu	Nüshu				Njūšu			Nüshu			nüshu				Нюй-шу			нишуски	nišuski	Nüshu			нюй-шу				女書文字
Ogam	Ogam	الأوجهام	212		Ogham		Ogham	ogham	Ogham		Ogham	Ogama	ogham	ogam		ogam	ogam	Ogham		Ogham	ogam	Ogham	Ógam	Ogham	オガム文字		Ogham	Ogamiskais raksts		ogham	Ogham	ogham		ogamiczny	ogâmico	ogâmico	Ogham	Огамическая		ogamska pisava	огамски	ogamski	Ogham	ออกัม	Ogham	огам	Ogam	欧甘语	歐甘文	歐甘文
Olck	Olck		261		Ol Chiki (Ol Cemet’, Ol, Santali)		Ol Chiki (Ol Cemet’, Ol, Santali)	ol chiki (ol cemet’, ol, santali)	Ol Chiki (Ol Cemet’, Ol, Santali)		Ol Chiki (Ol Cemet’, Ol, Santali)	Santala	Ol Chiki (Ol Cemet', Ol, Santali)			ol chiki	ol tchiki	Ol Chiki (Ol Cemet', Ol, Santali)		Ol Chiki (Ol Cemet’, Ol, Santali)	ol chiki	Ol Chiki (Ol Cemet’, Ol, Santali)	Ol Chiki (Ol Cemet’, Ol, Santali)	Ol chiki (ol cemet’, ol, santali)			Ol Chiki (Ol Cemet’, Ol, Santali)	Ol čiki			Ol Chiki (Ol Cemet’, Ol, Santali)			santaki (Ol Chiki, Ol Cemet)			Ol Chiki (Ol Cemet’, Ol, Santali)	Ол Чики			ол чикишки	ol čikiški	Ol Chiki (ol cemet’, ol, santali)	โอล จิกี (สันถาลี)		ол чікі	Ol Chiki (Ol Cemet’, Ol, Santali)			桑塔利文
Orkh	Orkh		175				Staroturkické, orchonské runové	Oldtyrkisk, Orkhonruner	Alttürkisch (Orchon-Runen)		Old Turkic, Orkhon Runic	Malnova tjurka				vanha turkki, riimu-orkhon	orkhon	Turco antigo, Orkhon Rúnico		Régi török, Orkon rúnák	orkhon runic	Turkic Kuno, Runic Orkhon	Forn-tyrkneskt, Orkhon rúnir	Turco antico, orkhon runico				Senais Turku, Orkhonas Runika			Oud Turks, Orkhon runen			staroturecki, orchoński runiczny			Turcă veche, Orkhon Runic	Древнетюркская, Орхонская руническая			старотурски, орконске руне	staroturski, orkonske rune	Äldre turkiska, orchonskrift	เตอร์กิกเก่า, รูนิกออร์คอน		давня турецька, орхонська		鄂尔浑文字		古突厥語，鄂爾渾文古代北歐文字
Orya	Orya	الأوريا	327		Oriyeg	oriya	Urijské	oriya	Oriya		Oriya	Orisa	oriya	oria	اوریه‌ای	orijalainen	oriyâ	Orixa		Orija	oriya	Oriya	Oryanskt	Oriya	オリヤー文字	오리야어	Oriya	Oriju	ഒറിയ	oriya	Oriya	oriya	Oriyà	orija	oriya	oriya	Oriya	Ория		orijska pisava	оријски	orijski	Oriya	โอริยา	Oriya	орія	O-ri-a	奥里亚语	歐利亞文	歐利亞文
Osge	Osge		219					osage	Osage		Osage						osage																	osage				Оседжи					Osage			осейдж				
Osma	Osma	الأوسمانيا	260		Osmanieg		Osmanské	osmannisk	Osmanisch		Osmanya	Somalia skribo	osmaniya	osmanja		osmanjalainen	osmanais	Osmaniya		Szomáli	osmanya	Osmanya	Ósmanskt	Osmanya	オスマニア文字	오스만야어	Osmanų	Osmaņu		osmanya	Osmanya	osmanya		osmanija	osmania	osmania	Osmanya	Османская			османски	osmanski	Osmanja	ออสมันยา	Osmanya	османья	O-x-man-i-a	奥斯曼亚语	歐斯曼亞文	歐斯曼亞文
Palm	Palm		126				Palmýrské	palmyrensk	Palmyrenisch		Palmyrene	Palmira				palmyra	palmyrénien	Palmyrene		Palmyrene	palmyraniano	Palmyrene	Palmýrenska	Palmyrene				Palmjrena			Palmyreens			palmyreński			Palmyrene	Пальмирская			палмски	palmski	Palmyrene	พัลไมรีน		пальмірська				帕米瑞拉文字
Pauc	Pauc		263					pau cin hau	Pau Cin Hau		Pau Cin Hau						paou chin haou			Pau Cin Hau		Pau Cin Hau	Pau Cin Hau	Pau cin hau				Pau cin hau			Pau Cin Hau			Pau Cin Hau				Пау Син Хау			паушинхаушки	paušinhauški	Pau cin hau	เป่าจิ้นห่าว		по-чжин-хо				
Perm	Perm	البيرميكية القديمة	227		Permieg kozh		Staropermské	oldpermisk	Altpermisch		Old Permic	Malnova perma	pérmico antiguo	vanapermi		muinaispermiläinen	ancien permien	Pérmico antigo		Régi permi	ancian permico	Permic Lama	Forn-permíska	Permico antico			Senasis Permės	Vecā Permijas		gammelpermisk	Oudpermisch	gammalpermisk		staropermski			Permică veche	Древнепермская			старопермски	staropermski	Fornpermiska	เปอร์มิกโบราณ	Eski Permic	давня пермська	Pơ-míc cũ	古彼尔姆诸语	古彼爾姆諸文	古彼爾姆諸文
Phag	Phag	الفاجسبا	331		Phagspa		Phags-pa	phags-pa	Phags-pa		Phags-pa	Skribo de Phagspa	passepa (hor gsar yi)	phags-pa		phags-pa	’phags pa	passepa (hor gsar yi)		Phags-pa	phags pa	Phags-pa	Phags-pa	Phags-pa	パスパ文字		Fags-pa	Phags-pa		phags-pa	Phags-pa	phags-pa		phags-pa	phags-pa	phags-pa	Phags-pa	Пагспа			фагспашки	fagspaški	Phags-pa	ผัคสปะ	Phags-pa	фагс-па	Pha-g-x-pa	八思巴文	八思巴文	八思巴文
Phli	Phli		131		Skritur Pahlavi		Pahlavské klínové	inskriptionspahlavisk	Inskriptionales Pahlavi		Inscriptional Pahlavi	Gravura palava				kaiverrettu pahlavi	pehlevi des inscriptions	Pahlavi Inscricional		Feliratos pahlavi	pahlavi de inscriptiones	Inscriptional Pahlavi	Pahlavi skrift	Iscrizioni pahlavi			Inskripcinis Pahlavi	Uzrakstu Pehlevi			Inscriptie Pahlavi			pahlawi inskrypcyjny			Pahlavi inscripțională	Пахлави в надписях			посветни палавски	posvetni palavski	Inskriptionell pahlavi	พาลาวีจารึก		інскрипційна пехлеві	Pa-la-vi câu viết			巴拉維碑銘體
Phlp	Phlp		132		Pahlavi ar saoterien		Pahlavské žalmové	psalter pahlavi	Pahlavi-Psalter		Psalter Pahlavi	Psalma palava				psalmipahlavi	pehlevi des psautiers	Psalter Pahlavi		Zsoltáros pahlavi	pahlavi de psalterios	Psalter Pahlavi	Psalter Pahlavi	Psalter phalavi			Psalminis Pahlavi	Psalmu Pehveli			Psalmen Pahlavi			pahlawi psałterzowy			Psalter Pahlavi	Пахлави псалтирная		psalmski pahlavi	псалтирски палавски	psaltirski palavski	Psaltaren-pahlavi	พาลาวีเพลงสวด		псалтирськ пехлеві	Pa-la-vi sách thánh ca			巴拉維聖詩體
Phlv	Phlv		133		Pahlavi al levrioù		Pahlavské knižní	book pahlavi	Pahlavi (Mittelpersisch)		Book Pahlavi	Libra palava	Pahlavi de libro			kirjapahlavi	pehlevi des livres	Pahlavi de libro		Könyv pahlavi	pahlavi de libros	Book Pahlavi	Bóka-pahlavi	Book pahlavi			Knyginis Pahlavi	Grāmatu Pahlvi			Book Pahlavi			pahlawi książkowy			Pahlavi carte	Пахлави книжная		knjižni pahlavi	књишки палавски	knjiški palavski	Bok-pahlavi	พาลาวีหนังสือ		книжкова пехлеві	Pa-la-vi sách			巴拉維書體
Phnx	Phnx	الفينيقية	115		Fenikianeg	fenici	Fénické	fønikisk	Phönizisch	Φοινικικό	Phoenician	Fenica	fenicio	foiniikia	فنیقی	foinikialainen	phénicien	Fenicio	פיניקי	Föníciai	phenicio	Phoenician	Fönikískt	Fenicio	フェニキア文字		Finikiečių	Feniķiešu		fønikisk	Foenicisch	fønikisk	Eslòvian	fenicki	fenício	fenício	Feniciană	Финикийская	fénické	feničanska pisava	феничански	feničanski	Feniciska	ฟินิเชียน	Fonetik	фінікійська	Phi-ni-xi	腓尼基语	腓尼基文	腓尼基文
Piqd	Piqd		293					klingon (KLI pIqaD)	Klingonisch (KLI pIqaD)		Klingon (KLI pIqaD)						klingon (KLI pIqaD)																	klingoński (pIqaD)				Клингонский					Klingonska (KLI pIqaD)			клінгонська				
Plrd	Plrd		282				Pollardovo fonetické	miao (pollard)	Miao (Pollard)		Miao (Pollard)	Miaa (Pollard)				Pollardin foneettinen	miao (Pollard)	Miao (Polaco)		Miao (Pollard)	miao (Pollard)	Miao (Pollard)	Miao (Pollard)	Miao (Pollard)				Miao (Pollardas)			Miao (Pollard)			miao (Pollarda)			Miao (Pollard)	Мяо (письмо Полларда)		Pollardova pisava	мјаошки (полард)	mjaoški (polard)	Miao (pollard)	ม้ง (พอลลาร์ด)		мяо (за Поллардом)	Miao (Pollard)	波拉德音标文字		苗文 (柏格理拼音符)
Prti	Prti	الهان التقليدية	130	Традиционен китайски	Skridur Parsia		Parthské klínové	inskriptionsparthiansk	Inskriptionales Parthisch	Κινεζικό Παραδοσιακό	Inscriptional Parthian	Gravura parta		hiina traditsiooniline	هان سنتی	kaiverrettu parthialainen	parthe des inscriptions	Parthian inscricional	האן מסורתי	Feliratos pártus	partho de inscriptiones	Inscriptional Parthian	Parthian skrift	Iscrizioni parto	繁体字	중국어 번체	Inskripcinis partų	Uzrakstu Partiešu		tradisjonell han	Inscriptie Parthian	tradisjonell kinesisk		partyjski inskrypcyjny	han tradicional	han tradicional	Parthian inscripțională	Парфянский в надписях			посветни парћански	posvetni parćanski	Inskriptionell parthiska	พาร์เทียจารึก	Geleneksel Han	інскрипційна парфянська	Pa-thi xư câu viết	繁体中文	繁體中文	帕提亞碑銘體
Qaaa	Qaaa		900		Implijadur prevez (da gentañ)		Rezervované pro soukromé použití (začátek)	reserveret til privat brug (start)	Für private Nutzung reserviert (Beginn)		Reserved for private use (start)	Rezervita por privata uzado (komenco)	reservado para uso privado (inicio)			varattu yksityiseen käyttöön (alku)	réservé à l’usage privé (début)	Reservado para uso privado (inicio)		Magánjellegű használatra foglalt (kezdet)	reservate pro uso private (initio)	Disimpan untuk penggunaan pribadi (awal)	Frátekið fyrir staðbundna notkun (upphaf)	Riservato per uso privato (inizio)			Rezervuota asmeniniam naudojimui (pradžia)	Rezervēts privātai lietošanai (sākums)			Gereserveerd voor privégebruik (begin)			zarezerwowany do użytku prywatnego (początek)			Rezervat pentru utilizare privată (început)	Зарезервировано для частного использования (начало)		rezervirano za zasebno rabo (začetek)	резервисано за личну употребу (почетак)	rezervisano za ličnu upotrebu (početak)	Reserverad för privat användning (start)	สงวนสำหรับการใช้งานเอกชน (เริ่ม)		зарезервовано для приватного використання (початок)	Dành để sử dụng riêng (đầu)	留作个人使用 (开始)		保留給私人使用 (開始)
Qabx	Qabx		949		Implijadur prevez (echu)		Rezervované pro soukromé použití (konec)	reserveret til privat brug (slut)	Für private Nutzung reserviert (Ende)		Reserved for private use (end)	Rezervita por privata uzado (fino)	reservado para uso privado (final)			varattu yksityiseen käyttöön (loppu)	réservé à l’usage privé (fin)	Reservado para uso privado (final)		Magánjellegű használatra foglalt (vége)	reservate pro uso private (fin)	Disimpan untuk penggunaan pribadi (akhir)	Frátekið fyrir staðbundna notkun (endir)	Riservato per uso privato (fine)			Rezervuota asmeniniam naudojimui (pabaiga)	Rezervēts privātai lietošanai (beigas)			Gereserveerd voor privégebruik (einde)			zarezerwowany do użytku prywatnego (koniec)			Rezervat pentru utilizare privată (sfârșit)	Зарезервировано для частного использования (конец)		rezervirano za zasebno rabo (konec)	резервисано за личну употребу (крај)	rezervisano za ličnu upotrebu (kraj)	Reserverad för privat användning (slut)	สงวนสำหรับการใช้งานเอกชน (จบ)		зарезервовано для приватного використання (кінець)	Dành để sử dụng riêng (cuối)	留作个人使用 (结束)		保留給私人使用 (結束)
Rjng	Rjng		363		Rejang		Rejang (Redjang, Kaganga)	rejang (redjang, kaganga)	Rejang (Redjang, Kaganga)		Rejang (Redjang, Kaganga)	Reĝanga				rejang	redjang (kaganga)	Rejang (redjang, kaganga)		Rejang (Redjang, Kaganga)	rejang (kaganga)	Rejang (Redjang, Kaganga)	Rejang (Redjang, Kaganga)	Rejang (redjang, kaganga)			Rejang, Redjang, Kaganga	Rejangas (Redžangas, Kagangas)			Rejang (Redjang, Kaganga)			reddżang			Rejang (Redjang, Kaganga)	Реджанг (каганга)			реџаншки	redžanški	Rejang (redjang, kaganga)	เรอจัง		реджангська	Rejang (Redjang, Kaganga)			勒姜文
Roro	Roro	رنجورنجو	620		Rongorongo		Rongorongo	rongo-rongo	Rongorongo		Rongorongo	Rongorongo		rongorongo		rongorongo	rongorongo	Rongorongo		Rongorongo	rongorongo	Rongorongo	Rongorongo	Rongorongo	ロンゴロンゴ文字		Rongorongo	Rongorongo		rongorongo	Rongorongo	rongorongo		rongo-rongo	rongorongo	rongorongo	Rongorongo	Ронго-ронго	rongorongo	rongorongo	ронгошки	rongoški	Rongo-rongo	รองโกรองโก	Rongorongo	ронгоронго	Ron-gô-ron-gô	朗格朗格文	朗格朗格文	朗格朗格象形文字
Runr	Runr	الرونى	211	Руническа	Runek		Runové	runer	Runenschrift		Runic	Runa	rúnico	ruunikiri	رونی	riimukirjoitus	runique	Rúnico	רוני	Rúnák	runico	Runic	Rúnaletur	Runico	ルーン文字	룬 문자	Runų	Rūnu raksts		runer	Runen	runer	Runic	runiczny	rúnico	rúnico	Runică	Руническая		runska pisava	рунски	runski	Runor	รูนิก	Runik	рунічна	Chữ Run	古代北欧文	古北歐文字	古代北歐文字
Samr	Samr		123		Hebraeg ar Samaritaned		Samaritánské	samaritansk	Samaritanisch		Samaritan	Samaria				samarialainen	samaritain	Samaritano		Szamaritánus	samaritano	Samaritan	Samarískt	Samaritano			Samariečių	Samārijas			Samaritaans		Serbian	samarytański			Samariteană	Самаритянская		samaritanska pisava	самарићански	samarićanski	Samariska	สะมาเรีย		самаритянська	Xa-ma-ri	撒玛利亚字母		撒瑪麗亞文
Sara	Sara	الساراتى	292		Sarati		Sarati	sarati	Sarati		Sarati	Sarata (Tolkien)		sarati		sarati	sarati	Sarati		Szarati	sarati	Sarati	Saratískt	Sarati	サラティ文字		Sarati	Sarāti		sarati	Sarati	sarati		sarati	sarati	sarati	Sarati	Сарати		saratska pisava	саратишки	saratiški	Sarati	ซาราทิ	Sarati	сараті	Xa-ra-ti	沙拉堤文	沙拉堤文	沙拉堤文
Sarb	Sarb	المجرية القديمة	105		Henhungareg		Starojihoarabské	oldsydarabisk	Alt-Südarabisch		Old South Arabian	Malnova sud-araba	húngaro antiguo	vanaungari	مجاری باستان	vanha etelä-arabia	sud-arabique, himyarite	Árabe antigo do sur	הונגרית עתיקה	Régi déli arab	ancian arabe del sud	Arab Selatan Kuno	Forn suður-arabíska	Arabo antico del Sud	古代ハンガリー文字	고대 헝가리 문자	Senasis vengrų	Senā dienvidarābu		gammelungarsk	Oud-Zuid-Arabisch	gammalungarsk		staro-południowo-arabski	húngaro antigo	húngaro antigo	Sud-arabă veche	Древний южноаравийский		madžarske rune	стари јужноарапски	stari južnoarapski	Fornsydarabiska	อาระเบียใต้โบราณ	Eski Macarca	давня південноарабська	Hun-ga-ri cũ	古匈牙利语	古匈牙利文	舊南方阿拉伯文
